49,Jeremy Powell,AW00011048,69,50 and above,VIP,2013-12-25,143,3,6498,8,8,2166,191
50,Carol Rai,AW00011049,39,30-39,New,2013-10-29,145,2,81,5,5,40,11
51,Alan Zheng,AW00011050,68,50 and above,VIP,2013-11-19,144,3,5007,6,6,1669,151
52,Daniel Johnson,AW00011051,68,50 and above,New,2014-01-01,142,2,124,5,5,62,124
53,Heidi Lopez,AW00011052,68,50 and above,VIP,2013-05-27,150,3,8131,7,7,2710,301
54,Ana Price,AW00011053,39,30-39,New,2013-01-17,154,1,2330,2,2,2330,2330
55,Deanna Munoz,AW00011054,68,50 and above,VIP,2013-05-30,150,3,8223,6,6,2741,304
56,Gilbert Raje,AW00011055,68,50 and above,VIP,2013-06-07,149,3,8168,8,8,2722,281
57,Michele Nath,AW00011056,67,50 and above,VIP,2013-05-31,150,3,8207,8,8,2735,303
58,Carl Andersen,AW00011057,55,50 and above,VIP,2013-05-21,150,3,8088,4,4,2696,299
59,Marc Diaz,AW00011058,60,50 and above,VIP,2013-06-04,149,3,8248,6,6,2749,305
60,Ashlee Andersen,AW00011059,66,50 and above,New,2013-03-16,152,3,117,7,6,39,117
61,Jon Zhou,AW00011060,66,50 and above,VIP,2013-06-25,149,3,8153,6,6,2717,301
62,Todd Gao,AW00011061,49,40-49,VIP,2013-06-14,149,3,8129,6,6,2709,301
63,Noah Powell,AW00011062,44,40-49,New,2013-01-07,154,1,2352,3,3,2352,2352
64,Angela Murphy,AW00011063,45,40-49,New,2013-01-12,154,1,2373,5,5,2373,2373
65,Chase Reed,AW00011064,44,40-49,New,2013-01-25,154,1,2305,2,2,2305,2305
66,Jessica Henderson,AW00011065,46,40-49,New,2014-01-10,142,2,202,5,4,101,18
67,Grace Butler,AW00011066,46,40-49,New,2013-09-19,146,2,81,5,5,40,20
68,Caleb Carter,AW00011067,43,40-49,New,2014-01-12,142,2,105,6,6,52,21
69,Tiffany Liang,AW00011068,59,50 and above,New,2013-10-08,145,3,113,9,8,37,18
70,Carolyn Navarro,AW00011069,59,50 and above,VIP,2013-06-04,149,3,8104,3,3,2701,311
71,Willie Raji,AW00011070,65,50 and above,VIP,2013-06-26,149,3,8165,10,9,2721,314
72,Linda Serrano,AW00011071,65,50 and above,New,2013-12-01,143,3,110,7,6,36,12
73,Casey Luo,AW00011072,65,50 and above,VIP,2013-06-15,149,3,8194,7,7,2731,303
74,Amy Ye,AW00011073,63,50 and above,New,2013-08-21,147,3,192,10,9,64,38
75,Levi Arun,AW00011074,63,50 and above,New,2013-05-27,150,3,94,7,7,31,47
76,Felicia Jimenez,AW00011075,62,50 and above,VIP,2013-06-24,149,3,8068,5,5,2689,310
77,Blake Anderson,AW00011076,62,50 and above,VIP,2013-06-21,149,3,8159,4,4,2719,313
78,Leah Ye,AW00011077,62,50 and above,VIP,2013-06-12,149,3,8169,5,5,2723,314
79,Gina Martin,AW00011078,40,40-49,New,2014-01-28,142,17,912,31,23,53,82
80,Donald Gonzalez,AW00011079,55,50 and above,New,2014-01-01,142,3,58,5,5,19,5
81,Damien Chander,AW00011080,60,50 and above,VIP,2013-06-23,149,3,8204,7,7,2734,315
82,Savannah Baker,AW00011081,53,50 and above,New,2013-04-13,151,2,104,5,5,52,52
83,Angela Butler,AW00011082,53,50 and above,New,2013-11-06,144,2,3110,6,6,1555,311
84,Alyssa Cox,AW00011083,48,40-49,New,2013-11-08,144,2,3137,5,5,1568,313
85,Lucas Phillips,AW00011084,62,50 and above,New,2013-11-21,144,2,3078,5,5,1539,307
86,Emily Johnson,AW00011085,62,50 and above,New,2014-01-08,142,2,129,5,5,64,129
87,Ryan Brown,AW00011086,62,50 and above,New,2013-12-21,143,2,153,6,6,76,30
88,Tamara Liang,AW00011087,62,50 and above,New,2013-08-09,147,2,200,4,4,100,33
89,Hunter Davis,AW00011088,62,50 and above,New,2013-11-12,144,2,3176,7,7,1588,317
90,Abigail Price,AW00011089,63,50 and above,New,2013-11-18,144,2,3188,7,7,1594,289
91,Trevor Bryant,AW00011090,57,50 and above,VIP,2013-11-21,144,3,6703,6,6,2234,248
92,Dalton Perez,AW00011091,63,50 and above,Regular,2014-01-08,142,28,1186,59,25,42,98
93,Cheryl Diaz,AW00011092,53,50 and above,VIP,2013-06-21,149,3,8110,5,5,2703,311
94,Aimee He,AW00011093,47,40-49,VIP,2013-06-08,149,3,8180,7,7,2726,314
95,Cedric Ma,AW00011094,58,50 and above,New,2014-01-11,142,3,236,8,8,78,26
96,Chad Kumar,AW00011095,57,50 and above,VIP,2013-06-25,149,3,8158,7,7,2719,313
97,AndrΓö£┬«s Anand,AW00011096,57,50 and above,VIP,2013-07-30,148,3,8063,4,4,2687,298
98,Edwin Nara,AW00011097,53,50 and above,VIP,2013-07-24,148,3,8099,5,5,2699,299
99,Mallory Rubio,AW00011098,59,50 and above,New,2013-10-16,145,3,89,4,4,29,11
100,Adam Ross,AW00011099,59,50 and above,VIP,2013-07-01,148,3,8216,9,8,2738,304
101,Latasha Navarro,AW00011100,59,50 and above,VIP,2013-08-07,147,3,8172,7,7,2724,291
102,Abby Sai,AW00011101,55,50 and above,VIP,2013-06-29,149,3,8262,7,7,2754,317
103,Julia Nelson,AW00011102,55,50 and above,New,2013-12-09,143,3,103,5,5,34,20
104,Cassie Chande,AW00011103,44,40-49,VIP,2013-06-06,149,3,8182,8,8,2727,314
105,Edgar Sara,AW00011104,50,50 and above,VIP,2013-06-15,149,3,8173,6,6,2724,326
106,Candace Fernandez,AW00011105,55,50 and above,VIP,2013-06-05,149,3,8096,5,5,2698,323
107,Jessie Liu,AW00011106,55,50 and above,VIP,2013-06-15,149,3,8079,3,3,2693,323
108,Bianca Lin,AW00011107,49,40-49,VIP,2013-06-21,149,3,8171,6,6,2723,326
109,Kari Alvarez,AW00011108,56,50 and above,VIP,2013-06-23,149,3,8124,5,5,2708,324
110,Ruben Kapoor,AW00011109,45,40-49,VIP,2013-06-24,149,3,8245,8,8,2748,329
111,Curtis Yang,AW00011110,58,50 and above,VIP,2013-08-20,147,3,8093,5,5,2697,299
112,Meredith Gutierrez,AW00011111,58,50 and above,VIP,2013-08-22,147,3,8137,8,8,2712,301
113,Crystal Wang,AW00011112,57,50 and above,VIP,2013-09-02,146,3,8295,6,6,2765,296
114,Micheal Blanco,AW00011113,52,50 and above,New,2013-04-21,151,3,110,7,7,36,55
115,Leslie Moreno,AW00011114,58,50 and above,New,2013-12-26,143,3,123,7,6,41,13
116,Alvin Cai,AW00011115,58,50 and above,New,2014-01-02,142,3,114,6,6,38,10
117,Clinton Carlson,AW00011116,46,40-49,New,2013-10-16,145,3,149,7,7,49,21
118,April Deng,AW00011117,59,50 and above,VIP,2013-06-25,149,3,8185,8,8,2728,327
119,Alvin Zeng,AW00011118,63,50 and above,New,2014-01-26,142,3,124,8,6,41,20
120,Evan James,AW00011119,85,50 and above,New,2013-11-23,144,2,85,4,4,42,9
121,Beth JimΓö£┬«nez,AW00011120,83,50 and above,VIP,2013-09-19,146,3,8242,10,10,2747,294
122,Orlando Suarez,AW00011121,59,50 and above,New,2013-11-04,144,3,58,6,5,19,11
123,Byron Vazquez,AW00011122,60,50 and above,New,2013-08-22,147,3,43,3,3,14,7
124,Philip Alvarez,AW00011123,60,50 and above,New,2014-01-25,142,3,150,8,7,50,16
125,Ross Jordan,AW00011124,57,50 and above,VIP,2013-06-18,149,3,8129,6,6,2709,325
126,Dana Navarro,AW00011125,64,50 and above,New,2013-07-03,148,3,79,7,7,26,13
127,Shaun Carson,AW00011126,71,50 and above,Regular,2013-11-03,144,3,4971,8,7,1657,165
128,Jan Edwards,AW00011127,44,40-49,New,2013-10-01,145,2,44,3,3,22,7
129,Samantha Long,AW00011128,44,40-49,New,2013-08-12,147,2,144,7,7,72,72
130,Julia Wright,AW00011129,44,40-49,VIP,2013-01-09,154,2,5873,2,2,2936,345
131,Caroline Russell,AW00011130,40,40-49,New,2013-12-09,143,1,37,2,2,37,37
132,Amanda Rivera,AW00011131,40,40-49,New,2014-01-23,142,5,166,9,9,33,55
133,Melissa Richardson,AW00011132,39,30-39,New,2013-04-09,151,1,2372,6,6,2372,2372
134,Angela Griffin,AW00011133,39,30-39,New,2013-12-30,143,1,72,4,4,72,72
135,Larry Townsend,AW00011134,68,50 and above,Regular,2013-11-03,144,3,4911,3,3,1637,163
136,Marcus Harris,AW00011135,40,40-49,New,2013-04-18,151,1,2335,3,3,2335,2335
137,Brianna Morgan,AW00011136,41,40-49,New,2013-01-03,154,1,2381,3,3,2381,2381
138,Jasmine Taylor,AW00011137,41,40-49,New,2014-01-20,142,2,202,5,4,101,33
139,Lauren Davis,AW00011138,41,40-49,New,2013-12-31,143,2,79,4,4,39,26
140,Tanya Moreno,AW00011139,76,50 and above,New,2013-10-17,145,2,84,3,3,42,84
141,Javier Alvarez,AW00011140,43,40-49,New,2013-03-19,152,1,40,2,2,40,40
142,Nicole Ramirez,AW00011141,43,40-49,New,2013-09-28,146,2,114,5,5,57,28
143,Eduardo Patterson,AW00011142,42,40-49,New,2014-01-13,142,17,979,36,23,57,89
144,Jonathan Henderson,AW00011143,43,40-49,New,2013-12-19,143,2,48,5,4,24,8
145,Edward Hernandez,AW00011144,40,40-49,New,2013-01-25,154,1,2400,3,3,2400,2400
146,Jasmine Coleman,AW00011145,40,40-49,New,2013-01-25,154,1,2310,3,3,2310,2310
147,Karla Goel,AW00011146,80,50 and above,New,2013-09-15,146,3,113,7,6,37,16
148,Ernest Wu,AW00011147,81,50 and above,VIP,2013-10-16,145,3,8195,7,7,2731,282
149,Ross Vazquez,AW00011148,78,50 and above,New,2013-12-03,143,3,126,6,5,42,14
150,Theodore Gill,AW00011149,79,50 and above,New,2013-11-29,144,3,41,4,4,13,8
151,Russell Shen,AW00011150,79,50 and above,New,2013-07-15,148,3,192,8,7,64,48
152,Melinda Gill,AW00011151,78,50 and above,VIP,2013-10-20,145,3,8087,6,6,2695,278
153,James Williams,AW00011152,44,40-49,New,2013-01-09,154,1,2295,1,1,2295,2295
154,Angela James,AW00011153,44,40-49,New,2013-03-29,152,2,110,5,5,55,110
155,Megan Walker,AW00011154,43,40-49,New,2013-01-10,154,1,2320,1,1,2320,2320
156,Hunter Robinson,AW00011155,44,40-49,New,2013-01-06,154,1,2320,1,1,2320,2320
157,Maria Roberts,AW00011156,44,40-49,New,2013-01-08,154,1,2390,4,4,2390,2390
158,Hannah Long,AW00011157,45,40-49,New,2013-09-11,146,2,41,3,3,20,20
159,Jason Wright,AW00011158,44,40-49,New,2013-01-19,154,1,2396,3,3,2396,2396
160,Brianna Hughes,AW00011159,44,40-49,New,2013-11-07,144,2,48,5,4,24,24
161,Maurice Tang,AW00011160,46,40-49,New,2013-02-21,153,1,2322,2,2,2322,2322
162,Emily Wood,AW00011161,46,40-49,New,2013-11-11,144,2,94,6,6,47,18
163,Chase Cox,AW00011162,46,40-49,New,2013-02-18,153,1,2330,2,2,2330,2330
164,Gabriel Wang,AW00011163,45,40-49,New,2013-08-05,147,2,46,4,4,23,15
165,Devin Brooks,AW00011164,46,40-49,New,2013-08-05,147,2,145,6,6,72,36
166,Jocelyn Alexander,AW00011165,46,40-49,New,2013-06-05,149,2,103,3,3,51,103
167,Ashley Martinez,AW00011166,48,40-49,New,2013-12-06,143,2,88,5,5,44,44
168,Jasmine Barnes,AW00011167,47,40-49,New,2013-11-28,144,2,3126,4,4,1563,312
169,David Rodriguez,AW00011168,52,50 and above,New,2013-11-16,144,2,3136,7,7,1568,313
170,Bryce Richardson,AW00011169,52,50 and above,New,2013-09-24,146,2,81,5,5,40,20
171,Carol Howard,AW00011170,52,50 and above,New,2013-12-29,143,2,157,7,7,78,39
172,Jonathan Hill,AW00011171,47,40-49,VIP,2013-11-07,144,3,6716,8,8,2238,248
173,Gabrielle Adams,AW00011172,52,50 and above,New,2014-01-11,142,2,129,7,6,64,16
174,Sarah Thomas,AW00011173,52,50 and above,New,2013-12-24,143,2,103,3,3,51,11
175,Nicholas Robinson,AW00011174,52,50 and above,New,2013-07-25,148,2,48,5,4,24,48
176,Luis Wang,AW00011175,57,50 and above,VIP,2013-11-03,144,3,6710,8,8,2236,248
177,Mason Roberts,AW00011176,46,40-49,New,2014-01-27,142,28,1317,60,27,47,119
178,Jose Flores,AW00011177,77,50 and above,New,2013-10-14,145,2,135,6,6,67,19
179,Nathan Johnson,AW00011178,71,50 and above,New,2013-05-26,150,2,145,6,6,72,48
180,Molly Rodriguez,AW00011179,66,50 and above,New,2014-01-09,142,2,125,6,6,62,12
181,April Anand,AW00011180,77,50 and above,New,2013-09-25,146,2,138,6,6,69,23
182,Devin Martin,AW00011181,65,50 and above,New,2013-07-11,148,2,41,3,3,20,20
183,Stephanie Torres,AW00011182,75,50 and above,New,2014-01-05,142,2,81,5,5,40,16
184,Jasmine Lee,AW00011183,75,50 and above,New,2013-06-13,149,2,46,4,4,23,23
185,Meghan Hernandez,AW00011184,70,50 and above,New,2013-10-09,145,2,68,5,5,34,34
186,Ashley Henderson,AW00011185,75,50 and above,New,2014-01-26,142,27,1616,68,29,59,146
187,Sarah Price,AW00011186,76,50 and above,New,2014-01-07,142,2,41,3,3,20,13
188,Jennifer Cooper,AW00011187,76,50 and above,New,2013-08-06,147,2,108,4,4,54,27
189,Catherine Morris,AW00011188,75,50 and above,New,2014-01-21,142,2,81,5,5,40,40
190,Lawrence Blanco,AW00011189,75,50 and above,VIP,2013-02-05,153,2,5944,6,6,2972,330
191,Carson Bryant,AW00011190,76,50 and above,New,2014-01-16,142,2,46,4,4,23,9
192,Kristi Perez,AW00011191,74,50 and above,VIP,2013-11-06,144,3,6743,7,7,2247,249
193,James Brown,AW00011192,74,50 and above,New,2013-09-25,146,2,114,5,5,57,38
194,Ian Gray,AW00011193,75,50 and above,New,2013-08-18,147,2,41,3,3,20,6
195,Jacqueline Price,AW00011194,75,50 and above,New,2013-12-08,143,2,105,6,6,52,11
196,Megan Henderson,AW00011195,74,50 and above,New,2013-10-22,145,2,105,6,6,52,17
197,Alfredo Romero,AW00011196,74,50 and above,New,2013-09-24,146,2,162,4,4,81,27
198,Andrea Morris,AW00011197,74,50 and above,New,2013-07-20,148,2,207,6,5,103,103
199,Brooke Sanders,AW00011198,73,50 and above,New,2013-02-13,153,2,98,4,4,49,98
200,Jacqueline Bennett,AW00011199,68,50 and above,New,2013-10-17,145,2,132,6,6,66,18
201,Jason Griffin,AW00011200,72,50 and above,New,2014-01-20,142,27,1461,55,26,54,132
202,Amanda Foster,AW00011201,72,50 and above,New,2013-09-09,146,2,181,6,6,90,90
203,Alexia Price,AW00011202,67,50 and above,New,2013-09-21,146,2,74,3,3,37,74
204,Luis Diaz,AW00011203,66,50 and above,New,2013-12-11,143,17,800,32,19,47,80
205,Destiny Rivera,AW00011204,72,50 and above,New,2013-11-10,144,2,77,4,4,38,25
206,Abby Fernandez,AW00011205,71,50 and above,New,2013-10-08,145,2,37,2,2,18,12
207,Blake Flores,AW00011206,71,50 and above,New,2013-05-30,150,2,77,4,4,38,77
208,Danielle Cox,AW00011207,71,50 and above,New,2013-10-18,145,2,77,4,4,38,8
209,Maria Reed,AW00011208,72,50 and above,New,2013-09-17,146,2,134,7,7,67,22
210,Allison Evans,AW00011209,72,50 and above,New,2014-01-22,142,2,37,2,2,18,3
211,Edward Wood,AW00011210,72,50 and above,New,2013-09-06,146,2,70,5,5,35,17
212,Samantha Russell,AW00011211,65,50 and above,New,2014-01-07,142,17,792,33,22,46,72
213,Chloe Campbell,AW00011212,70,50 and above,Regular,2014-01-17,142,17,824,33,20,48,68
214,Stephanie Murphy,AW00011213,71,50 and above,New,2013-09-09,146,2,77,4,4,38,12
215,Charles Miller,AW00011214,70,50 and above,New,2013-11-19,144,2,162,4,4,81,54
216,Ana Perry,AW00011215,64,50 and above,New,2013-12-15,143,17,1154,32,21,67,115
217,Jasmine Torres,AW00011216,70,50 and above,VIP,2013-02-05,153,2,5948,5,5,2974,330
218,Natalie Adams,AW00011217,70,50 and above,VIP,2013-02-14,153,2,5953,3,3,2976,330
219,Olivia Brown,AW00011218,64,50 and above,New,2014-01-04,142,2,39,3,2,19,3
220,Charles Cook,AW00011219,69,50 and above,New,2014-01-24,142,2,39,3,2,19,13
221,Erica Huang,AW00011220,64,50 and above,New,2013-12-13,143,2,50,4,4,25,5
222,Nathan Perry,AW00011221,70,50 and above,New,2013-10-17,145,2,46,4,4,23,7
223,Alexandra Rivera,AW00011222,69,50 and above,New,2013-11-28,144,2,208,6,6,104,208
224,Hailey Patterson,AW00011223,68,50 and above,Regular,2014-01-06,142,27,1293,65,26,47,107
225,Tiffany Li,AW00011224,68,50 and above,VIP,2013-12-03,143,3,6685,5,5,2228,238
226,Madison Lee,AW00011225,63,50 and above,New,2013-09-06,146,2,73,5,5,36,24
227,Sydney Ross,AW00011226,63,50 and above,New,2013-03-31,152,2,37,2,2,18,37
228,Marshall Chavez,AW00011227,63,50 and above,VIP,2013-02-10,153,2,5910,5,5,2955,328
229,Ashley Jones,AW00011228,69,50 and above,New,2014-01-17,142,2,77,4,4,38,25
230,Adrian Stewart,AW00011229,68,50 and above,New,2014-01-25,142,2,81,5,5,40,13
231,Amber Turner,AW00011230,69,50 and above,New,2013-12-09,143,2,54,5,5,27,10
232,Dennis Zhang,AW00011231,62,50 and above,New,2013-11-12,144,2,64,4,4,32,7
233,Hailey Bryant,AW00011232,67,50 and above,New,2013-11-13,144,2,39,3,2,19,19
234,Todd Li,AW00011233,62,50 and above,New,2013-06-08,149,2,179,7,7,89,44
235,Anna Griffin,AW00011234,67,50 and above,New,2013-09-19,146,2,76,4,4,38,10
236,Angel Stewart,AW00011235,68,50 and above,New,2014-01-05,142,2,138,6,5,69,23
237,Jeremy Butler,AW00011236,68,50 and above,New,2014-01-06,142,2,114,5,5,57,38
238,Clarence Anand,AW00011237,61,50 and above,VIP,2013-11-25,144,4,10566,6,6,2641,406
239,Mayra Prasad,AW00011238,61,50 and above,VIP,2013-04-30,151,4,7543,9,9,1885,279
240,Latoya Goel,AW00011239,56,50 and above,VIP,2013-05-28,150,4,7511,11,11,1877,268
241,Anne Hernandez,AW00011240,61,50 and above,VIP,2013-05-13,150,4,7586,13,10,1896,280
242,Lisa Cai,AW00011241,51,50 and above,VIP,2013-10-29,145,7,11468,25,20,1638,882
243,Larry Munoz,AW00011242,62,50 and above,VIP,2013-12-04,143,7,11067,12,12,1581,737
244,Robin Alvarez,AW00011243,62,50 and above,VIP,2013-06-09,149,4,7164,12,10,1791,255
245,Alexis Coleman,AW00011244,57,50 and above,VIP,2013-07-19,148,4,7175,12,11,1793,247
246,Ricky Vazquez,AW00011245,63,50 and above,VIP,2013-12-11,143,4,10580,9,9,2645,391
247,Latasha Rubio,AW00011246,63,50 and above,VIP,2013-12-20,143,4,10575,7,7,2643,406
248,Claudia Zhou,AW00011247,64,50 and above,VIP,2013-08-17,147,4,7131,12,11,1782,237
249,Tristan Alexander,AW00011248,59,50 and above,New,2013-07-14,148,1,38,3,3,38,38
250,Cindy Patel,AW00011249,59,50 and above,VIP,2013-09-15,146,4,9890,11,11,2472,430
251,Shannon Liu,AW00011250,59,50 and above,VIP,2013-08-06,147,4,7115,11,10,1778,245
252,Xavier Long,AW00011251,87,50 and above,New,2013-10-18,145,1,2319,4,4,2319,2319
253,Nicholas Thompson,AW00011252,88,50 and above,VIP,2013-12-18,143,3,6685,7,7,2228,238
254,JosΓö£┬« Hernandez,AW00011253,76,50 and above,New,2013-12-03,143,16,695,30,16,43,77
255,Johnathan Vance,AW00011254,87,50 and above,New,2013-12-14,143,2,204,9,9,102,204
256,Colin Lin,AW00011255,87,50 and above,New,2013-03-31,152,2,114,5,5,57,114
257,Katelyn Hernandez,AW00011256,86,50 and above,New,2013-10-16,145,2,81,5,5,40,13
258,Jacqueline Powell,AW00011257,NULL,50 and above,VIP,2013-12-14,143,3,6676,6,6,2225,238
259,Xavier Hill,AW00011258,87,50 and above,New,2013-07-15,148,2,49,4,4,24,24
260,Victoria Stewart,AW00011259,55,50 and above,VIP,2013-12-20,143,3,6770,5,5,2256,250
261,Katelyn Kelly,AW00011260,49,40-49,New,2013-06-23,149,2,81,5,5,40,20
262,Stephanie Collins,AW00011261,55,50 and above,VIP,2013-12-23,143,3,6650,4,4,2216,246
263,Jennifer Simmons,AW00011262,50,50 and above,New,2014-01-22,142,27,1124,63,26,41,102
264,Trinity Richardson,AW00011263,55,50 and above,VIP,2013-12-10,143,3,6753,9,9,2251,241
265,Eduardo Martin,AW00011264,56,50 and above,New,2013-11-30,144,2,3182,8,8,1591,318
266,Elizabeth Jones,AW00011265,55,50 and above,New,2013-01-03,154,1,2352,3,3,2352,2352
267,Taylor Howard,AW00011266,56,50 and above,VIP,2013-01-20,154,2,5922,5,5,2961,370
268,David Diaz,AW00011267,50,50 and above,VIP,2013-01-07,154,2,5943,5,5,2971,371
269,Katelyn Carter,AW00011268,56,50 and above,New,2013-11-16,144,2,98,5,5,49,16
270,Ryan Foster,AW00011269,50,50 and above,New,2013-09-10,146,2,42,3,3,21,42
271,Robert Lee,AW00011270,50,50 and above,VIP,2013-01-07,154,2,5984,5,5,2992,374
272,Danielle Reed,AW00011271,56,50 and above,VIP,2013-01-22,154,2,5973,5,5,2986,373
273,Lauren Martinez,AW00011272,63,50 and above,VIP,2013-01-13,154,2,5975,4,4,2987,373
274,Nathan Lal,AW00011273,63,50 and above,New,2013-05-23,150,2,273,8,8,136,273
275,Kyle Foster,AW00011274,86,50 and above,VIP,2013-02-24,153,2,5888,4,4,2944,327
276,Jenny Rai,AW00011275,86,50 and above,VIP,2013-01-12,154,2,5955,4,4,2977,350
277,Nancy Chapman,AW00011276,51,50 and above,Regular,2014-01-22,142,27,987,57,22,36,82
278,Charles Jackson,AW00011277,57,50 and above,New,2014-01-16,142,27,1434,65,26,53,130
279,Jonathan Phillips,AW00011278,56,50 and above,VIP,2013-01-03,154,2,5908,3,3,2954,369
280,Amanda Cook,AW00011279,51,50 and above,New,2013-06-22,149,2,44,4,3,22,14
281,Robert Collins,AW00011280,56,50 and above,New,2013-08-08,147,2,77,4,4,38,77
282,Megan Barnes,AW00011281,51,50 and above,VIP,2013-01-11,154,2,5921,5,5,2960,370
283,Christian Thomas,AW00011282,58,50 and above,VIP,2013-01-02,154,2,5999,6,6,2999,352
284,Arturo Lal,AW00011283,57,50 and above,New,2013-08-28,147,2,44,4,3,22,14
285,Theresa Serrano,AW00011284,58,50 and above,New,2013-05-02,150,2,55,5,3,27,18
286,Jeremy Anderson,AW00011285,52,50 and above,New,2013-10-26,145,2,128,5,5,64,42
287,Hunter Griffin,AW00011286,58,50 and above,VIP,2013-01-20,154,2,5954,5,5,2977,372
288,Henry Garcia,AW00011287,59,50 and above,Regular,2014-01-28,142,27,1165,62,23,43,97
289,Cindy Sanchez,AW00011288,47,40-49,New,2013-08-21,147,2,77,4,4,38,15
290,Maria Carter,AW00011289,53,50 and above,VIP,2013-01-16,154,2,5905,5,5,2952,369
291,Katelyn Sanchez,AW00011290,53,50 and above,VIP,2013-01-27,154,2,5933,3,3,2966,370
